,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
13870,36797,gdMen,600,"Comedy, Fantasy",gdgd men's Party,gdメン,TV,12,"Jan 9, 2018 to Mar 27, 2018",Winter 2018,"Tokyo MX, Fan Company, Global Solutions",Unknown,Strawberry Meets Pictures,Original,8 min. per ep.,PG - Children,8493,8356,2437,4,187,877,96,438,839,53.0,34.0,70.0,135.0,148.0,122.0,103.0,46.0,52.0,69.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13896,36828,Caligula (TV),700,"Action, Sci-Fi",Caligula,カリギュラ,TV,12,"Apr 8, 2018 to Jun 24, 2018",Spring 2018,"Pony Canyon, FuRyu","Discotek Media, Ponycan USA",Satelight,Game,23 min. per ep.,PG-13 - Teens 13 or older,8093,1892,65279,106,7293,22744,2860,11216,21166,666.0,877.0,2264.0,4784.0,5307.0,3901.0,2386.0,1127.0,571.0,322.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13902,36840,25-sai no Joshikousei,600,"Ecchi, Romance, School",Unknown,25歳の女子高生,TV,12,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,"Cosmic Ray, Picante Circus, Suiseisha, Tavac",Unknown,Lilix,Web manga,6 min. per ep.,R+ - Mild Nudity,9579,2982,30002,159,2262,14048,680,2328,10684,627.0,372.0,770.0,1433.0,2104.0,2141.0,1160.0,716.0,557.0,587.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13906,36847,Nanatsu no Bitoku,600,"Ecchi, Fantasy",The Seven Heavenly Virtues,七つの美徳,TV,10,"Jan 27, 2018 to Mar 31, 2018",Winter 2018,Hobby Japan,Sentai Filmworks,Bridge,Other,5 min. per ep.,R+ - Mild Nudity,10302,2525,40288,82,3024,16172,776,1928,18388,601.0,252.0,654.0,1369.0,2425.0,2728.0,1646.0,1040.0,811.0,675.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13921,36873,Back Street Girls: Gokudolls,700,"Comedy, Ecchi, Seinen",Back Street Girls:Gokudolls,Back Street Girls -ゴクドルズ,TV,10,"Jul 4, 2018 to Sep 5, 2018",Summer 2018,Kodansha,Unknown,J.C.Staff,Manga,24 min. per ep.,R - 17+ (violence & profanity),3890,1481,94244,332,7322,52561,3570,10279,20512,3016.0,4010.0,9209.0,13858.0,8389.0,4120.0,2261.0,1124.0,658.0,578.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13925,36881,Dennou Senshi Dokan-kun,0,Comedy,Unknown,電脳戦士 土管くん,TV,11,"Jan 15, 2007 to Mar 26, 2007",Winter 2007,TV Tokyo,Unknown,DLE,Unknown,6 min. per ep.,PG-13 - Teens 13 or older,13797,16216,127,0,10,38,3,39,37,3.0,Unknown,2.0,7.0,3.0,1.0,3.0,1.0,Unknown,7.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13926,36882,Arifureta Shokugyou de Sekai Saikyou,700,"Action, Adventure, Fantasy, Harem",Arifureta:From Commonplace to World's Strongest,ありふれた職業で世界最強,TV,13,"Jul 8, 2019 to Oct 7, 2019",Summer 2019,"AT-X, Sony Music Communications, Bushiroad, Toranoana, Hakuhodo DY Music & Pictures, Overlap, FuRyu, Bandai Namco Arts",Funimation,"Asread, White Fox",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5759,383,353554,3766,27069,229911,4718,26657,65199,15531.0,16617.0,29517.0,43497.0,32930.0,20165.0,14173.0,8438.0,6180.0,5745.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13928,36884,Hisone to Maso-tan,800,"Comedy, Drama, Fantasy, Military",Dragon Pilot:Hisone and Masotan,ひそねとまそたん,TV,12,"Apr 13, 2018 to Jun 29, 2018",Spring 2018,"Warner Bros. Japan, BS Fuji, Hakuhodo DY Music & Pictures",Unknown,Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,2023,1909,64726,266,5387,31781,3000,3745,20813,1367.0,3625.0,8302.0,8448.0,3679.0,1608.0,578.0,195.0,86.0,70.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13936,36902,Mahou Shoujo Ore,700,"Comedy, Fantasy, Magic",Magical Girl Ore,魔法少女 俺,TV,12,"Apr 2, 2018 to Jun 18, 2018",Spring 2018,"Genco, AT-X, KlockWorx, My Theater D.D., Crunchyroll SC Anime Fund",Unknown,Pierrot Plus,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,5198,1835,68526,127,8789,21758,3277,8882,25820,1087.0,1361.0,3324.0,6065.0,4708.0,2661.0,1341.0,610.0,292.0,246.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13940,36906,Jashin-chan Dropkick,700,"Comedy, Supernatural",Dropkick On My Devil!,邪神ちゃんドロップキック,TV,11,"Jul 10, 2018 to Sep 17, 2018",Summer 2018,"BS Fuji, Strawberry Meets Pictures, Hokkaido Cultural Broadcasting, Kanetsu Investment, BookLive, ibis Capital Partners, Global Solutions, Y&N Brothers",Unknown,Nomad,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,3848,1754,74506,224,6199,31354,2562,7271,27120,1400.0,1881.0,5176.0,8542.0,5171.0,2735.0,1290.0,542.0,290.0,188.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13956,36934,Captain Tsubasa (2018),800,"Action, Sports, Shounen",Unknown,キャプテン翼,TV,52,"Apr 3, 2018 to Apr 2, 2019",Spring 2018,"TV Tokyo, Warner Bros. Japan, NAZ, Shueisha, Imagine",VIZ Media,David Production,Manga,22 min. per ep.,G - All Ages,1817,2156,53904,285,12177,18327,5215,6989,11196,2018.0,2488.0,5700.0,6124.0,2933.0,1300.0,497.0,232.0,74.0,95.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13960,36943,Tachibanakan Triangle,600,"Comedy, Ecchi, Shoujo Ai",Love To-LIE-Angle,立花館To Lieあんぐる,TV,12,"Apr 4, 2018 to Jun 20, 2018",Spring 2018,"Ichijinsha, Cloud22",Unknown,"Creators in Pack, Studio Lings",Manga,3 min. per ep.,PG-13 - Teens 13 or older,9474,2254,50063,61,4692,23817,1163,4406,15985,624.0,442.0,1422.0,3116.0,4941.0,4389.0,2293.0,1386.0,776.0,543.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13961,36945,Himote House,600,"Comedy, Super Power",HIMOTE HOUSE:A share house of super psychic girls,ひもてはうす,TV,12,"Oct 8, 2018 to Dec 24, 2018",Fall 2018,"Sony Pictures Entertainment, Chugai Mining, Hakuhodo, GYAO!, THINKR, Moonbell, LinkedBrain",Unknown,Bouncy,Original,12 min. per ep.,PG-13 - Teens 13 or older,9077,4251,14148,17,947,3504,352,2678,6667,113.0,84.0,301.0,595.0,732.0,599.0,485.0,300.0,273.0,297.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13979,36976,Cutie Honey Universe,600,"Action, Comedy, Magic, Romance, Sci-Fi, Shounen",Unknown,Cutie Honey Universe,TV,12,"Apr 8, 2018 to Jun 24, 2018",Spring 2018,"Pony Canyon, AT-X, Memory-Tech, Dynamic Planning, Bandai Namco Entertainment, Pony Canyon Enterprise","Sentai Filmworks, Ponycan USA",Production Reed,Manga,23 min. per ep.,R - 17+ (violence & profanity),9847,4065,15730,15,1453,3588,723,3196,6770,91.0,92.0,265.0,635.0,858.0,879.0,696.0,392.0,253.0,178.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13980,36978,Annyeong Totobi,0,Kids,Unknown,안녕 토토비,TV,104,"Jul 20, 2011 to Sep 25, 2013",Summer 2011,Unknown,Unknown,Unknown,Unknown,20 min. per ep.,PG - Children,13297,15495,165,0,10,58,5,45,47,6.0,1.0,1.0,2.0,6.0,5.0,Unknown,3.0,2.0,14.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13982,36981,Neko no Dayan (2017),0,Kids,Unknown,猫のダヤン (2017),TV,30,"Oct 14, 2017 to May 3, 2018",Fall 2017,Unknown,Unknown,Unknown,Picture book,3 min. per ep.,G - All Ages,11107,15616,159,0,14,43,9,39,54,3.0,5.0,1.0,4.0,8.0,6.0,2.0,2.0,2.0,8.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13983,36982,Micchiri Neko,700,"Comedy, Kids",Mitchiri Neko,みっちりねこ,TV,39,"Jan 4, 2018 to Mar 26, 2018",Winter 2018,Frencel,Unknown,helo.inc,Web manga,1 min. per ep.,G - All Ages,4446,5761,6738,18,848,2936,392,711,1851,351.0,155.0,343.0,706.0,587.0,381.0,113.0,66.0,43.0,38.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13988,36993,Chao Zhi Neng Zu Qiu,700,"Comedy, Sports",GGO Football,超智能足球,TV,52,"Jun 2, 2010 to Jun 10, 2014",Summer 2010,Unknown,Unknown,Unknown,Original,22 min. per ep.,G - All Ages,6484,11468,654,6,45,285,30,95,199,23.0,23.0,26.0,51.0,51.0,33.0,9.0,8.0,13.0,8.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13993,37002,Uchi no Oochopus,0,Kids,Unknown,うちのウッチョパス,TV,38,"Jan 9, 2018 to Sep 25, 2018",Winter 2018,"NHK, Echoes",Unknown,Unknown,Picture book,5 min. per ep.,G - All Ages,12671,15081,189,0,29,14,9,56,81,3.0,1.0,Unknown,3.0,1.0,2.0,Unknown,2.0,Unknown,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13994,37007,Hinomaruzumou,800,"Martial Arts, Shounen, Sports",Hinomaru Sumo,火ノ丸相撲,TV,24,"Oct 5, 2018 to Mar 29, 2019",Fall 2018,"Nihon Ad Systems, Pony Canyon, Shueisha, BS11, Jinnan Studio, Cygames, CA-Cygames Anime Fund",Funimation,Gonzo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1268,1644,81746,253,10272,42402,3761,6236,19075,2588.0,5233.0,11886.0,10722.0,4063.0,1738.0,585.0,165.0,103.0,96.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14046,37096,Puzzle & Dragon,0,"Game, Kids",Puzzle & Dragon,パズドラ,TV,Unknown,"Apr 2, 2018 to ?",Spring 2018,Akatsuki,Unknown,Studio Pierrot,Game,24 min.,PG - Children,11660,10571,962,6,147,0,37,121,657,7.0,4.0,3.0,15.0,14.0,9.0,4.0,7.0,4.0,10.0,Puzzle & Dragons Cross,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14051,37101,Xiong Chumo Zhi: Xiongxiong Leyuan,0,"Adventure, Comedy, Kids",Boonie Cubs,熊出没之熊熊乐园,TV,52,"Apr 28, 2017 to May 1, 2017",Spring 2017,Unknown,Unknown,Unknown,Original,10 min. per ep.,G - All Ages,12902,15925,141,0,7,47,6,46,35,4.0,Unknown,Unknown,4.0,2.0,4.0,3.0,4.0,4.0,10.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14052,37102,Xiong Chumo Zhi: Tanxian Riji,0,"Adventure, Comedy, Kids",Boonie Bears:The Adventurers,熊出没之探险日记,TV,52,"Nov 28, 2017 to Dec 1, 2017",Fall 2017,Unknown,Unknown,Unknown,Original,13 min. per ep.,PG - Children,12924,15878,144,0,7,48,6,50,33,4.0,1.0,Unknown,4.0,5.0,5.0,2.0,2.0,4.0,7.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14055,37105,Grand Blue,900,"Slice of Life, Comedy, Seinen",Grand Blue Dreaming,ぐらんぶる,TV,12,"Jul 14, 2018 to Sep 29, 2018",Summer 2018,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",Unknown,Zero-G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,147,317,421403,9848,29044,263651,10754,12853,105101,46690.0,66063.0,65181.0,29828.0,9655.0,4033.0,1878.0,890.0,488.0,688.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14060,37117,Bakutsuri Bar Hunter,0,"Adventure, Kids",Unknown,爆釣バーハンター,TV,25,"Oct 2, 2018 to Mar 26, 2019",Fall 2018,"TV Tokyo, Asatsu DK",Unknown,"Toei Animation, Gallop",Manga,24 min. per ep.,PG - Children,13389,13053,344,1,27,49,21,71,176,10.0,3.0,1.0,6.0,12.0,7.0,5.0,1.0,3.0,12.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14070,37140,Gegege no Kitarou (2018),800,"Comedy, Demons, Supernatural, Shounen",GeGeGe no Kitaro,ゲゲゲの鬼太郎 (2018),TV,97,"Apr 1, 2018 to Mar 29, 2020",Spring 2018,"Yomiko Advertising, Fuji TV",Unknown,Toei Animation,Manga,23 min. per ep.,G - All Ages,2632,2535,40208,118,9271,2941,4114,7364,16518,546.0,746.0,1610.0,2585.0,1757.0,1118.0,387.0,157.0,63.0,79.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14071,37141,Hataraku Saibou (TV),800,"Comedy, Shounen",Cells at Work!,はたらく細胞,TV,13,"Jul 8, 2018 to Sep 30, 2018",Summer 2018,"Aniplex, Kodansha, Magic Capsule",Aniplex of America,David Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1181,295,439537,1926,54348,232069,28951,26076,98093,16331.0,30011.0,66974.0,62283.0,22309.0,8222.0,2049.0,692.0,270.0,254.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14084,37154,Grimms Notes The Animation,600,"Action, Adventure, Magic, Fantasy",Unknown,グリムノーツ,TV,12,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,"Square Enix, Pony Canyon, Avex Pictures",Sentai Filmworks,Brain's Base,Game,24 min. per ep.,PG-13 - Teens 13 or older,8274,2760,34508,61,3485,9678,1408,6202,13735,332.0,304.0,781.0,1891.0,2238.0,1926.0,1094.0,626.0,327.0,253.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14091,37171,Asobi Asobase,900,"Comedy, School",Asobi Asobase:Workshop of Fun,あそびあそばせ,TV,12,"Jul 8, 2018 to Sep 23, 2018",Summer 2018,"Hakusensha, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa",Unknown,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,322,500,280369,3736,24193,153977,10280,10770,81149,20547.0,33522.0,44499.0,22900.0,7177.0,2835.0,1142.0,512.0,280.0,259.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14116,37202,Radiant,700,"Action, Adventure, Fantasy, Magic",Radiant,ラディアン,TV,21,"Oct 6, 2018 to Feb 23, 2019",Fall 2018,"Studio Hibari, NHK, NHK Enterprises",Funimation,Lerche,Other,24 min. per ep.,PG-13 - Teens 13 or older,4148,1039,143725,331,18920,57813,7440,17844,41708,2437.0,3627.0,9536.0,16501.0,10353.0,6084.0,2709.0,1162.0,541.0,387.0,Radiant 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14118,37206,Anima Yell!,700,"Comedy, School, Sports",Unknown,アニマエール！,TV,12,"Oct 7, 2018 to Dec 23, 2018",Fall 2018,Jinnan Studio,Unknown,Doga Kobo,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,3886,2840,32420,78,2442,14610,1134,2621,11613,630.0,1014.0,2363.0,4185.0,2614.0,1275.0,439.0,181.0,78.0,54.0,,No Sequel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14122,37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,700,"Comedy, Ecchi, Fantasy, Harem, Magic",How Not to Summon a Demon Lord,異世界魔王と召喚少女の奴隷魔術,TV,12,"Jul 5, 2018 to Sep 20, 2018",Summer 2018,"Sotsu, Kodansha, Half H.P Studio, AT-X, KlockWorx, DIVE II Entertainment, 81 Produce, Tokyo MX, Avex Pictures, Q-Tec, Animatic, Eswood",Funimation,Ajia-Do,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3706,307,425943,2017,27800,314498,6459,15531,61655,15766.0,22021.0,51856.0,73245.0,41411.0,21458.0,10460.0,4751.0,2585.0,1640.0,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14127,37221,Release the Spyce,700,"Action, School",Unknown,RELEASE THE SPYCE,TV,12,"Oct 7, 2018 to Dec 23, 2018",Fall 2018,"Mainichi Broadcasting System, Pony Canyon, Half H.P Studio, KlockWorx, Good Smile Company, Tablier Communications, Kadokawa, Legs, Hawkeye",Sentai Filmworks,Lay-duce,Original,24 min. per ep.,PG-13 - Teens 13 or older,3730,2099,55692,170,4867,21592,2205,5197,21831,1048.0,1742.0,3816.0,5833.0,3573.0,2016.0,845.0,310.0,133.0,101.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14131,37225,Xiao Hua Xian,0,"Kids, Magic",Unknown,小花仙,TV,52,"Feb 14, 2014 to May 10, 2014",Winter 2014,Unknown,Unknown,Taomee,Game,13 min. per ep.,Unknown,12882,14760,208,1,13,43,5,31,116,3.0,1.0,3.0,6.0,2.0,7.0,2.0,Unknown,2.0,3.0,Xiao Hua Xian 2nd Season,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14133,37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,700,"Action, Adventure, Magic, Fantasy",Merc StoriA:The Apathetic Boy and the Girl in a Bottle,メルクストーリア -無気力少年と瓶の中の少女-,TV,12,"Oct 11, 2018 to Dec 27, 2018",Fall 2018,Happy Elements,Unknown,Encourage Films,Game,23 min. per ep.,PG-13 - Teens 13 or older,5688,3337,24023,41,2657,7657,1073,3778,8858,307.0,398.0,905.0,1879.0,1747.0,1221.0,503.0,207.0,84.0,82.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14139,37245,Gundam Build Divers,700,"Action, Sci-Fi, Mecha",Gundam Build Divers,ガンダムビルドダイバーズ,TV,25,"Apr 3, 2018 to Sep 25, 2018",Spring 2018,"TV Tokyo, Sotsu",Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,6808,3570,21005,43,2970,10062,854,2265,4854,361.0,449.0,1105.0,2226.0,2095.0,1432.0,781.0,341.0,151.0,119.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14143,37254,Last Period: Owarinaki Rasen no Monogatari,700,"Action, Adventure, Comedy, Fantasy, Magic",Last Period:The Journey to the End of the Despair,ラストピリオド -終わりなき螺旋の物語-,TV,12,"Apr 12, 2018 to Jun 28, 2018",Spring 2018,Egg Firm,Unknown,J.C.Staff,Game,23 min. per ep.,PG-13 - Teens 13 or older,6199,2938,30805,21,3236,9232,1186,3676,13475,332.0,406.0,1123.0,2208.0,2011.0,1414.0,726.0,310.0,147.0,130.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14146,37258,Omae wa Mada Gunma wo Shiranai,600,"Comedy, School",You Don't Know Gunma Yet,お前はまだグンマを知らない,TV,12,"Apr 2, 2018 to Jun 18, 2018",Spring 2018,TOHO animation,Unknown,Asahi Production,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,10269,4540,12056,1,1180,5211,333,1754,3578,61.0,42.0,180.0,547.0,1026.0,1257.0,673.0,372.0,209.0,142.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14147,37259,Hanebado!,700,"Seinen, Sports",Hanebado!,はねバド！,TV,13,"Jul 2, 2018 to Oct 1, 2018",Summer 2018,"Kodansha, AT-X, Ultra Super Pictures, TOHO animation, Q-Tec, Sammy, BS11, Contents Seed",Funimation,LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3897,1176,125469,308,11357,68041,4798,10301,30972,2285.0,5034.0,13318.0,19321.0,11016.0,5251.0,2504.0,931.0,356.0,308.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14149,37263,Quiz Tokiko-san,0,"Game, Slice of Life",Unknown,クイズとき子さん,TV,40,"Jun 17, 2017 to Mar 31, 2018",Summer 2017,Anime Beans,Unknown,Unknown,Original,2 min. per ep.,Unknown,11672,13946,265,0,17,43,11,63,131,9.0,Unknown,2.0,5.0,8.0,5.0,1.0,6.0,Unknown,3.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14154,37268,Z/X: Code Reunion,600,"Sci-Fi, Fantasy, School, Shounen",Unknown,Z/X Code Reunion,TV,12,"Oct 8, 2019 to Dec 24, 2019",Fall 2019,Broccoli,Sentai Filmworks,Passione,Card game,24 min. per ep.,PG-13 - Teens 13 or older,9161,4810,10539,21,1010,2540,303,1309,5377,98.0,60.0,161.0,370.0,550.0,503.0,339.0,193.0,93.0,84.0,,No Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14173,37302,Kemurikusa (TV),800,"Fantasy, Sci-Fi",Unknown,ケムリクサ,TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"flying DOG, Tokyo MX",Unknown,Yaoyorozu,Original,23 min. per ep.,PG-13 - Teens 13 or older,3356,3375,23522,112,1809,8094,797,2878,9944,553.0,968.0,1623.0,1841.0,1139.0,681.0,458.0,277.0,182.0,175.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14197,37345,Plunderer,700,"Action, Ecchi, Fantasy, Shounen",Plunderer,プランダラ,TV,24,"Jan 9, 2020 to Jun 25, 2020",Winter 2020,"Half H.P Studio, Nippon Columbia, 81 Produce, Docomo Anime Store, Kadokawa Media House, Kadokawa",Funimation,GEEK TOYS,Manga,22 min. per ep.,PG-13 - Teens 13 or older,5879,661,220623,1020,40801,83282,8997,27731,59812,4941.0,5840.0,12193.0,20837.0,17127.0,10741.0,7319.0,3867.0,2376.0,1933.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14201,37349,Goblin Slayer,800,"Action, Adventure, Fantasy",Goblin Slayer,ゴブリンスレイヤー,TV,12,"Oct 7, 2018 to Dec 30, 2018",Fall 2018,"Sony Pictures Entertainment, Frontier Works, AT-X, SoftBank Creative, Bushiroad, Hakuhodo DY Music & Pictures, Good Smile Film, Artist Management Office",Funimation,White Fox,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1694,131,706484,5110,58204,500635,16619,37767,93259,32805.0,62705.0,121773.0,111239.0,47547.0,21497.0,10871.0,5237.0,3154.0,3246.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14217,37374,Pastel Memories,600,"Action, Sci-Fi, Adventure",Unknown,ぱすてるメモリーズ,TV,12,"Jan 8, 2019 to Mar 26, 2019",Winter 2019,"MAGES., FuRyu",Sentai Filmworks,Project No.9,Game,24 min. per ep.,PG-13 - Teens 13 or older,10475,4008,16416,15,1420,3637,612,3741,7006,112.0,60.0,187.0,443.0,760.0,945.0,802.0,531.0,359.0,288.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14228,37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",700,"Comedy, Fantasy",Didn't I Say to Make My Abilities Average in the Next Life?!,私、能力は平均値でって言ったよね!,TV,12,"Oct 7, 2019 to Dec 23, 2019",Fall 2019,"AT-X, Earth Star Entertainment, Avex Pictures, TV Aichi, ABC Animation, MAGNET",Unknown,Project No.9,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,4215,1315,108903,299,9831,68657,2353,6189,21873,2287.0,3673.0,10332.0,18738.0,11694.0,5823.0,2028.0,800.0,373.0,244.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14234,37403,Ahiru no Sora,800,"Comedy, Sports, Drama, School, Shounen",Unknown,あひるの空,TV,50,"Oct 2, 2019 to Sep 30, 2020",Fall 2019,"TV Tokyo, Kodansha, AT-X, King Records, DMM pictures",Sentai Filmworks,Diomedéa,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2092,1119,132093,678,40822,38484,10071,13195,29521,3374.0,6168.0,14612.0,16041.0,7310.0,3539.0,1415.0,470.0,225.0,194.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14250,37426,Sarazanmai,800,"Action, Supernatural, Fantasy",Sarazanmai,さらざんまい,TV,11,"Apr 12, 2019 to Jun 21, 2019",Spring 2019,"Aniplex, Dentsu, Movic, Fuji TV, Gentosha Comics",Funimation,"MAPPA, Lapin Track",Original,22 min. per ep.,PG-13 - Teens 13 or older,1462,1444,96624,1100,8279,39439,3792,8757,36357,3473.0,5769.0,9947.0,8946.0,4143.0,2018.0,1215.0,568.0,385.0,450.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14251,37428,Chara to Otamajakushi Shima,0,"Adventure, Kids, Fantasy",Unknown,キャラとおたまじゃくし島,TV,40,"Apr 2, 2018 to Jan 28, 2019",Spring 2018,"Dentsu, NHK",Unknown,33 Collective,Original,5 min. per ep.,G - All Ages,13585,15661,157,0,18,22,8,55,54,11.0,1.0,1.0,1.0,3.0,1.0,Unknown,1.0,1.0,10.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14254,37433,Wakaokami wa Shougakusei!,700,"Comedy, Slice of Life, Supernatural",Okko's Inn,若おかみは小学生！,TV,24,"Apr 8, 2018 to Sep 23, 2018",Spring 2018,"TV Tokyo, Nihon Ad Systems, Kodansha, AT-X, GAGA, Techno Sound, NADA Holdings, Aeon Entertainment",Unknown,"Madhouse, DLE",Novel,12 min. per ep.,G - All Ages,5600,6378,5169,1,640,1160,240,660,2469,49.0,57.0,142.0,355.0,303.0,201.0,70.0,28.0,14.0,9.0,,No Sequel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14255,37435,Carole & Tuesday,800,"Drama, Music, Sci-Fi",Unknown,キャロル&チューズデイ,TV,24,"Apr 11, 2019 to Oct 3, 2019",Spring 2019,"Fuji TV, flying DOG, BS Fuji, Hakuhodo DY Music & Pictures, Hakuhodo DY Media Partners",Unknown,Bones,Original,22 min. per ep.,PG-13 - Teens 13 or older,603,634,227545,2320,29411,97796,13308,11711,75319,12540.0,21457.0,29924.0,19278.0,7648.0,3350.0,1361.0,514.0,261.0,338.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
