,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
7979,18897,Nisekoi,800,"Harem, Comedy, Romance, School, Shounen",Nisekoi:False Love,ニセコイ,TV,20,"Jan 11, 2014 to May 24, 2014",Winter 2014,"Aniplex, Mainichi Broadcasting System, Shueisha",Aniplex of America,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1140,97,857824,12713,40916,614039,22107,28902,151860,47461.0,81657.0,147594.0,125925.0,50561.0,21916.0,8797.0,3367.0,1654.0,1621.0,Nisekoi:,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7993,19023,"Wake Up, Girls!",700,"Drama, Music","Wake Up, Girls!","Wake Up, Girls！",TV,12,"Jan 11, 2014 to Mar 29, 2014",Winter 2014,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company",Sentai Filmworks,"Tatsunoko Production, Ordet",Original,24 min. per ep.,PG-13 - Teens 13 or older,3667,2354,46365,142,2521,20284,1829,3180,18551,859.0,1692.0,3602.0,5118.0,2844.0,1623.0,630.0,299.0,123.0,126.0,"Wake Up, Girls! Shin Shou",Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8020,19157,Youkai Watch,700,"Comedy, Demons, Kids, Supernatural",Yo-kai Watch,妖怪ウォッチ,TV,214,"Jan 8, 2014 to Mar 30, 2018",Winter 2014,"TV Tokyo, Dentsu",Dentsu Entertainment USA,OLM,Game,23 min. per ep.,G - All Ages,5710,3722,19438,167,3817,3918,2952,4043,4708,517.0,532.0,1141.0,1912.0,1636.0,1196.0,500.0,228.0,138.0,125.0,Youkai Watch: Shadow Side,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8067,19383,Yami Shibai,800,"Dementia, Horror, Demons, Supernatural",Yamishibai:Japanese Ghost Stories,闇芝居,TV,13,"Jul 15, 2013 to Sep 30, 2013",Summer 2013,TV Tokyo,Sentai Filmworks,ILCA,Original,4 min. per ep.,PG-13 - Teens 13 or older,3424,1724,76957,247,3745,44317,1963,2346,24586,2180.0,3372.0,7708.0,11370.0,6317.0,2824.0,956.0,457.0,224.0,176.0,Yami Shibai 2,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8174,19919,Tesagure! Bukatsumono,700,"Parody, School, Slice of Life",Unknown,てさぐれ！部活もの,TV,12,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,"VAP, Nippon Television Network, Bouncy, Just Production, JP Room",Unknown,Yaoyorozu,Original,11 min. per ep.,PG-13 - Teens 13 or older,4668,4805,10574,51,650,2723,476,741,5984,156.0,189.0,475.0,580.0,428.0,276.0,170.0,91.0,52.0,54.0,Tesagure! Bukatsumono Encore,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8181,19947,Ikkyuu-san (1978),0,"Action, Sports, School",Unknown,一球さん,TV,26,"Apr 10, 1978 to Oct 23, 1978",Spring 1978,Unknown,Unknown,Nippon Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,14579,12383,452,1,24,118,21,79,210,11.0,7.0,4.0,14.0,17.0,9.0,5.0,Unknown,2.0,2.0,Ikkyuu-san (1978),Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8211,20033,Miss Monochrome The Animation,700,"Music, Slice of Life, Comedy",Unknown,ミス・モノクローム -The Animation-,TV,13,"Oct 2, 2013 to Dec 25, 2013",Fall 2013,"TV Tokyo, Starchild Records",Crunchyroll,"SANZIGEN, LIDENFILMS",Original,4 min. per ep.,G - All Ages,6407,2447,43139,56,1795,25813,1179,2839,11513,731.0,919.0,2684.0,5545.0,4873.0,3056.0,1259.0,562.0,320.0,182.0,Miss Monochrome The Animation 2,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8217,20057,Space☆Dandy,800,"Sci-Fi, Space, Comedy",Space Dandy,スペース☆ダンディ,TV,13,"Jan 5, 2014 to Mar 27, 2014",Winter 2014,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation,Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,701,537,267394,4324,18267,135822,14284,11362,87659,14118.0,23462.0,37718.0,27124.0,9519.0,3933.0,1630.0,545.0,320.0,316.0,Space☆Dandy 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8221,20081,Ijiwaru Baasan (1996),0,"Slice of Life, Comedy",Unknown,いじわるばあさん,TV,46,"Mar 19, 1996 to Jun 13, 1997",Spring 1996,Meruhensha,Unknown,Eiken,Unknown,25 min. per ep.,Unknown,14585,14454,226,0,13,64,8,47,94,4.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0,1.0,5.0,Ijiwaru Baasan (1996),Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8280,20431,Hoozuki no Reitetsu,800,"Comedy, Demons, Supernatural, Fantasy, Seinen",Hozuki's Coolheadedness,鬼灯の冷徹,TV,13,"Jan 10, 2014 to Apr 4, 2014",Winter 2014,"Starchild Records, Mainichi Broadcasting System, Kodansha",Sentai Filmworks,Wit Studio,Manga,24 min. per ep.,PG-13 - Teens 13 or older,822,1352,104944,1088,7156,45319,4744,5827,41898,3915.0,6652.0,11601.0,9265.0,3402.0,1600.0,591.0,202.0,145.0,111.0,Hoozuki no Reitetsu 2nd Season: Sono Ni,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8292,20507,Noragami,900,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami:Stray God,ノラガミ,TV,12,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,528,18,1535575,29237,64183,1181215,31089,24056,235032,113951.0,203285.0,311913.0,199912.0,60200.0,21152.0,5854.0,1878.0,858.0,905.0,Noragami Aragoto,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8305,20583,Haikyuu!!,900,"Comedy, Sports, Drama, School, Shounen",Haikyu!!,ハイキュー!!,TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,"Mainichi Broadcasting System, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,91,50,1185274,54887,83029,896822,31311,21054,153058,162370.0,223646.0,217798.0,89746.0,22435.0,8415.0,2448.0,942.0,565.0,1396.0,Haikyuu!!: To the Top,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8327,20755,Ganbare! Lulu Lolo,0,"Kids, Slice of Life",TINY★TWIN★BEARS,がんばれ！ルルロロ,TV,26,"Jan 17, 2013 to Feb 21, 2013",Winter 2013,NHK,Unknown,Fanworks,Picture book,5 min. per ep.,PG - Children,14054,13652,283,0,12,77,11,67,116,4.0,Unknown,6.0,5.0,4.0,9.0,6.0,1.0,2.0,12.0,Ganbare! Lulu Lolo 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8341,20853,Hitsugi no Chaika,800,"Action, Adventure, Comedy, Romance, Fantasy",Chaika -The Coffin Princess-,棺姫のチャイカ,TV,12,"Apr 10, 2014 to Jun 26, 2014",Spring 2014,"Kadokawa Shoten, flying DOG, Fujimi Shobo",Sentai Filmworks,Bones,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2378,447,309823,775,16394,191130,9551,11371,81377,6558.0,15408.0,41436.0,49230.0,21126.0,8644.0,2757.0,962.0,398.0,321.0,Hitsugi no Chaika: Avenging Battle,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8389,21067,Strange+,600,"Slice of Life, Comedy, Josei",Unknown,ストレンジ・プラス,TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,Dream Creation,Unknown,Seven,Manga,3 min. per ep.,PG-13 - Teens 13 or older,8245,3070,28386,18,1430,14854,801,2740,8561,405.0,502.0,1302.0,2500.0,2775.0,2119.0,1191.0,623.0,410.0,261.0,Shin Strange+,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8411,21185,Baby Steps,800,"Romance, School, Shounen, Sports",Unknown,ベイビーステップ,TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,NHK,Unknown,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,736,1207,122031,801,6564,77227,4546,4969,28725,5043.0,12023.0,23279.0,15263.0,4742.0,1791.0,534.0,212.0,92.0,92.0,Baby Steps 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8646,22319,Tokyo Ghoul,800,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul,東京喰種-トーキョーグール-,TV,12,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,"Marvelous AQL, TC Entertainment, Shueisha",Funimation,Studio Pierrot,Manga,24 min. per ep.,R - 17+ (violence & profanity),807,7,1895488,45519,74612,1594880,24334,38668,162994,190342.0,250814.0,348603.0,261579.0,112177.0,51649.0,24805.0,10284.0,5144.0,4794.0,Tokyo Ghoul √A,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8698,22503,Washimo,0,"Sci-Fi, Slice of Life, Comedy, Kids, School",Unknown,わしも,TV,10,"Mar 10, 2014 to Mar 21, 2014",Winter 2014,Unknown,Unknown,Studio Deen,Picture book,10 min. per ep.,G - All Ages,12792,12748,386,0,20,95,13,95,163,5.0,5.0,2.0,11.0,9.0,20.0,8.0,4.0,6.0,10.0,Washimo 6th Season,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8700,22509,Manga Nihonshi (NHK Han),0,Historical,Unknown,まんが日本史[NHK版],TV,40,"Apr 6, 1992 to Mar 8, 1993",Spring 1992,NHK,Unknown,Unknown,Unknown,20 min. per ep.,G - All Ages,15435,12858,371,3,22,101,17,48,183,8.0,10.0,7.0,14.0,11.0,6.0,4.0,1.0,Unknown,3.0,Manga Nihonshi (NHK Han),Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8766,22729,Aldnoah.Zero,800,"Action, Military, Sci-Fi, Mecha",Aldnoah.Zero,アルドノア・ゼロ,TV,12,"Jul 6, 2014 to Sep 21, 2014",Summer 2014,"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11",Aniplex of America,"A-1 Pictures, TROYCA",Original,23 min. per ep.,R - 17+ (violence & profanity),1755,299,432548,4020,16970,306310,9400,14993,84875,21128.0,40181.0,67793.0,59552.0,28311.0,14649.0,7421.0,3158.0,1483.0,1024.0,Aldnoah.Zero 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8820,23013,Norakuro,0,Comedy,Unknown,のらくろ,TV,26,"Oct 5, 1970 to Mar 29, 1971",Fall 1970,Fuji TV,Unknown,Eiken,Manga,24 min. per ep.,G - All Ages,11208,13222,326,0,18,79,13,81,135,6.0,1.0,5.0,3.0,5.0,12.0,6.0,7.0,1.0,7.0,Norakuro-kun,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8851,23135,PriPara,800,"Music, Slice of Life, School, Shoujo",Unknown,プリパラ,TV,140,"Jul 5, 2014 to Mar 28, 2017",Summer 2014,TV Tokyo,Unknown,"Tatsunoko Production, Dongwoo A&E",Game,23 min. per ep.,PG - Children,1781,4004,16298,332,2988,3010,1730,1913,6657,634.0,528.0,881.0,1005.0,611.0,369.0,164.0,89.0,60.0,56.0,Idol Time PriPara,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8873,23233,Shinmai Maou no Testament,700,"Action, Ecchi, Fantasy, Romance, Harem, Demons",The Testament of Sister New Devil,新妹魔王の契約者〈テスタメント〉,TV,12,"Jan 8, 2015 to Mar 26, 2015",Winter 2015,"Kadokawa Shoten, AT-X, Nippon Columbia, Kadokawa Pictures Japan, KlockWorx, Mobcast","Funimation, Crunchyroll",Production IMS,Light novel,23 min. per ep.,R+ - Mild Nudity,4428,261,476324,1660,24554,347969,10319,20676,72806,18583.0,22323.0,47014.0,72995.0,48088.0,26304.0,13624.0,6620.0,3724.0,2828.0,Shinmai Maou no Testament Burst,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8885,23277,Saenai Heroine no Sodatekata,800,"Harem, Comedy, Romance, Ecchi, School",Saekano:How to Raise a Boring Girlfriend,冴えない彼女〈ヒロイン〉の育てかた,TV,12,"Jan 16, 2015 to Mar 27, 2015",Winter 2015,"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fujipacific Music, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1461,287,451172,3216,26769,273323,12483,13919,124678,15833.0,29992.0,69753.0,63338.0,23382.0,9770.0,3821.0,1553.0,680.0,573.0,Saenai Heroine no Sodatekata ♭,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8952,23555,Neko no Dayan,0,"Kids, Magic",Unknown,猫のダヤン,TV,52,"Apr 26, 2014 to Apr 25, 2015",Spring 2014,Sotsu,Unknown,Kachidoki Studio,Novel,3 min. per ep.,G - All Ages,11093,12165,490,1,36,83,30,85,256,8.0,3.0,2.0,14.0,10.0,19.0,4.0,7.0,6.0,8.0,Neko no Dayan: Nihon e Iku,Sequel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9011,23755,Nanatsu no Taizai,800,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",The Seven Deadly Sins,七つの大罪,TV,24,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,"Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic",Funimation,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,690,27,1394358,22304,61527,1151443,21717,31965,127706,120962.0,196318.0,272628.0,184732.0,70276.0,32054.0,15336.0,7192.0,3938.0,4126.0,Nanatsu no Taizai: Seisen no Shirushi,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9133,24405,World Trigger,800,"Action, Sci-Fi, Supernatural, School, Shounen",Unknown,ワールドトリガー,TV,73,"Oct 5, 2014 to Apr 3, 2016",Fall 2014,TV Asahi,Unknown,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1330,554,264062,1720,38824,90960,19865,26523,87890,7521.0,13136.0,26326.0,24958.0,10839.0,5789.0,2585.0,1060.0,697.0,511.0,World Trigger 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9341,25519,Yuuki Yuuna wa Yuusha de Aru,800,"Slice of Life, Psychological, Drama, Magic, Fantasy",Yuki Yuna is a Hero,結城友奈は勇者である,TV,12,"Oct 17, 2014 to Dec 26, 2014",Fall 2014,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx",Ponycan USA,Studio Gokumi,Original,24 min. per ep.,PG-13 - Teens 13 or older,1985,1223,119748,1133,6814,55216,4416,5618,47684,3957.0,6655.0,11785.0,12038.0,5998.0,3210.0,1362.0,552.0,266.0,231.0,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9358,25611,Genki Genki Non-tan (2004),0,"Music, Kids",Unknown,げんき げんき ノンタン,TV,10,"Apr 20, 2004 to May 3, 2004",Spring 2004,Nippon Columbia,Unknown,Polygon Pictures,Picture book,6 min. per ep.,G - All Ages,14111,15240,181,0,9,69,7,54,42,7.0,Unknown,7.0,6.0,2.0,8.0,2.0,1.0,Unknown,13.0,Genki Genki Non-tan (2004),Sequel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9578,27441,Show By Rock!!,800,"Comedy, Music",Unknown,SHOW BY ROCK!!（ショウ・バイ・ロック!!）,TV,12,"Apr 5, 2015 to Jun 21, 2015",Spring 2015,"Shochiku, Pony Canyon, Sanrio, Tokyo MX, Studio GOONEYS, Docomo Anime Store, Sammy, FuRyu",Funimation,Bones,Game,24 min. per ep.,PG-13 - Teens 13 or older,3484,1854,66565,338,4723,27122,2821,4872,27027,1490.0,2066.0,4524.0,6487.0,3813.0,2150.0,916.0,385.0,228.0,163.0,Show By Rock!! #,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9596,27521,Gra-P & Rodeo,0,"Music, Comedy",Unknown,ぐらＰ＆ろで夫,TV,61,"Oct 19, 2014 to Dec 29, 2015",Fall 2014,Lantis,Unknown,Pie in the sky,Original,2 min. per ep.,PG-13 - Teens 13 or older,14188,13265,323,0,37,74,16,89,107,8.0,7.0,3.0,4.0,8.0,12.0,2.0,5.0,6.0,10.0,Gra-P & Rodeo II,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9610,27589,47 Todoufuken,600,"Kids, Comedy",Unknown,47都道府犬,TV,26,"Apr 7, 2011 to Sep 29, 2011",Spring 2011,Unknown,Unknown,Pollyanna Graphics,Original,1 min. per ep.,G - All Ages,9450,12846,373,2,12,164,9,72,116,9.0,1.0,2.0,10.0,24.0,29.0,11.0,7.0,5.0,16.0,47 Todoufuken R,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9683,27989,Hibike! Euphonium,800,"Music, School, Drama",Sound! Euphonium,響け！ユーフォニアム,TV,13,"Apr 8, 2015 to Jul 1, 2015",Spring 2015,"Lantis, Pony Canyon, Rakuonsha",Ponycan USA,Kyoto Animation,Novel,23 min. per ep.,PG-13 - Teens 13 or older,536,420,329403,5477,17479,174405,10411,8859,118249,16398.0,33572.0,50636.0,29608.0,9523.0,3912.0,1314.0,399.0,237.0,272.0,Hibike! Euphonium 2,Sequel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9724,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,800,"Action, Adventure, Comedy, Romance, Fantasy",Is It Wrong to Try to Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,TV,13,"Apr 4, 2015 to Jun 27, 2015",Spring 2015,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Showgate, MAGES., FuRyu",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1172,60,1075095,10275,41249,870168,14498,22709,126471,67154.0,112874.0,202029.0,174094.0,68187.0,29328.0,11784.0,5473.0,2657.0,1757.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9732,28171,Shokugeki no Souma,900,"Ecchi, School, Shounen",Food Wars! Shokugeki no Soma,食戟のソーマ,TV,24,"Apr 4, 2015 to Sep 26, 2015",Spring 2015,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,230,51,1167795,21821,69269,889263,26886,27717,154660,115573.0,195681.0,228781.0,116773.0,33230.0,12166.0,4424.0,1700.0,1033.0,1501.0,Shokugeki no Souma: Ni no Sara,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9779,28423,Kyoukai no Rinne (TV),700,"Comedy, Supernatural, Romance, School, Shounen",RIN-NE,境界のRINNE,TV,25,"Apr 4, 2015 to Sep 19, 2015",Spring 2015,"Shogakukan-Shueisha Productions, NHK, Shogakukan",Sentai Filmworks,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4090,1721,76435,134,7965,31156,6066,9446,21802,1357.0,2109.0,5389.0,9064.0,5776.0,3188.0,1188.0,447.0,193.0,124.0,Kyoukai no Rinne (TV) 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9878,28825,Himouto! Umaru-chan,800,"Comedy, School, Seinen, Slice of Life",Himouto! Umaru-chan,干物妹！うまるちゃん,TV,12,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,"AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2912,241,494283,4047,27712,337956,14390,25819,88406,22307.0,30742.0,65854.0,78645.0,39437.0,19581.0,9646.0,4840.0,3001.0,3503.0,Himouto! Umaru-chan R,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9915,28981,Ame-iro Cocoa,500,"Comedy, Slice of Life",Rainy Cocoa,雨色ココア,TV,12,"Apr 5, 2015 to Jun 21, 2015",Spring 2015,DAX Production,Funimation,EMT Squared,Digital manga,2 min. per ep.,PG-13 - Teens 13 or older,10803,3390,23230,8,907,13038,551,2330,6404,173.0,123.0,347.0,977.0,1764.0,2444.0,1788.0,1096.0,888.0,679.0,Ame-iro Cocoa: Rainy Color e Youkoso!,Sequel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9921,28999,Charlotte,800,"Drama, School, Super Power",Charlotte,Charlotte（シャーロット）,TV,13,"Jul 5, 2015 to Sep 27, 2015",Summer 2015,"Aniplex, Mainichi Broadcasting System, Movic, Visual Art's, ASCII Media Works, Tokyo MX, BS11",Aniplex of America,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,877,64,1057447,17800,41882,811977,16828,22611,164149,92116.0,123791.0,179854.0,139784.0,61167.0,27465.0,13643.0,6408.0,2732.0,1803.0,Wakakusa no Charlotte,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10035,29487,Paniponi,0,"Slice of Life, Kids",Unknown,パニポニ,TV,48,"May 7, 1998 to Feb 21, 2003",Spring 1998,NHK,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,11461,15430,170,0,12,40,4,47,67,4.0,Unknown,Unknown,1.0,1.0,11.0,1.0,1.0,Unknown,5.0,Paniponi Dash!,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10169,29803,Overlord,800,"Action, Adventure, Fantasy, Game, Magic, Supernatural",Overlord,オーバーロード,TV,13,"Jul 7, 2015 to Sep 29, 2015",Summer 2015,"AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa",Funimation,Madhouse,Light novel,24 min. per ep.,R - 17+ (violence & profanity),585,66,1039944,18324,47550,794635,19931,26267,151561,82644.0,133349.0,203172.0,129862.0,44369.0,18246.0,7885.0,3303.0,1509.0,1322.0,Overlord II,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10187,29836,Akuei to Gacchinpo,0,"Kids, Comedy",Unknown,アークエとガッチンポー,TV,13,"Oct 2, 2004 to Dec 25, 2004",Fall 2004,Unknown,Unknown,Unknown,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,13244,14241,240,0,9,93,5,57,76,6.0,Unknown,6.0,3.0,6.0,9.0,11.0,6.0,1.0,12.0,Akuei to Gacchinpo: Tenkomori,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10197,29854,Ushio to Tora (TV),800,"Action, Adventure, Comedy, Demons, Shounen, Supernatural",Ushio and Tora,うしおととら,TV,26,"Jul 3, 2015 to Dec 25, 2015",Summer 2015,"Sotsu, Showgate, Tokuma Japan Communications, Daiichi Shokai",Sentai Filmworks,"MAPPA, Studio VOLN",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1269,831,180420,696,17131,98249,10474,12451,42115,6440.0,11800.0,26027.0,23239.0,8829.0,3973.0,1273.0,454.0,167.0,166.0,Ushio to Tora (TV) 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10363,30123,Akagami no Shirayuki-hime,800,"Fantasy, Romance, Drama, Shoujo",Snow White with the Red Hair,赤髪の白雪姫,TV,12,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,"Hakusensha, Warner Bros. Japan, KlockWorx, Showgate",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,837,284,459085,5657,26374,289725,16445,17453,109088,27114.0,39669.0,69959.0,57305.0,21729.0,9150.0,2536.0,877.0,420.0,342.0,Akagami no Shirayuki-hime 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10369,30131,Uwabaki Cook,0,Kids,Unknown,うわばきクック,TV,13,"Jan 5, 2015 to Mar 30, 2015",Winter 2015,Yomiuri Telecasting,Unknown,Unknown,Unknown,3 min. per ep.,PG - Children,12751,14630,217,1,11,59,8,75,64,3.0,Unknown,2.0,6.0,5.0,9.0,4.0,2.0,2.0,5.0,Uwabaki Cook no Tekitou Uranai!,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10451,30276,One Punch Man,900,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",One Punch Man,ワンパンマン,TV,12,"Oct 5, 2015 to Dec 21, 2015",Fall 2015,"TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, JR East Marketing & Communications",VIZ Media,Madhouse,Web manga,24 min. per ep.,R - 17+ (violence & profanity),81,5,2123866,54435,96568,1841220,30271,26755,129052,360187.0,465041.0,403832.0,172181.0,47365.0,17873.0,5706.0,2279.0,1448.0,2733.0,One Punch Man 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10499,30375,Starmyu,700,"Music, School, Slice of Life",Starmyu,高校星歌劇［スタミュ］,TV,12,"Oct 6, 2015 to Dec 22, 2015",Fall 2015,NBCUniversal Entertainment Japan,Funimation,C-Station,Original,24 min. per ep.,PG-13 - Teens 13 or older,3889,2594,38719,270,2512,18854,1365,2802,13186,1165.0,1323.0,2602.0,4009.0,2588.0,1605.0,666.0,331.0,177.0,167.0,Starmyu 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10508,30386,Pikaia!,700,"Drama, Kids, Slice of Life",Unknown,ピカイア！,TV,13,"Apr 29, 2015 to Jul 30, 2015",Spring 2015,NHK,Unknown,"Production I.G, OLM",Original,15 min. per ep.,G - All Ages,8091,10467,1004,1,39,184,35,90,656,13.0,3.0,8.0,34.0,39.0,26.0,12.0,5.0,4.0,6.0,Pikaia!!,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
